product_id,category,brand,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason,year,month,day,day_name,out_of_stock,discount_flag,rating_category
FB001086,Shoes,Zara,Fall,Unknown,Purple,140.17,0.0,140.17,2025-08-06,43,3.1,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001087,Tops,Gap,Winter,M,Brown,106.11,33.8,70.24,2025-08-06,15,4.5,False,No Return,2025,8,6,Wednesday,0,1,High
FB001088,Dresses,H&M,Summer,XS,Pink,53.23,0.0,53.23,2025-08-06,41,2.8,True,Color Mismatch,2025,8,6,Wednesday,0,0,Medium
FB001089,Outerwear,Banana Republic,Spring,XXL,Black,92.25,0.0,92.25,2025-05-28,22,3.3,True,Wrong Item,2025,5,28,Wednesday,0,0,Medium
FB001090,Accessories,Ann Taylor,Summer,Unknown,Brown,39.17,0.0,39.17,2025-08-06,4,3.5,True,Color Mismatch,2025,8,6,Wednesday,0,0,Medium
FB001091,Accessories,Gap,Spring,Unknown,White,72.83,0.0,72.83,2024-11-26,6,2.0,False,No Return,2024,11,26,Tuesday,0,0,Low
FB001092,Bottoms,Forever21,Winter,S,Brown,29.73,28.7,21.2,2025-08-06,37,2.5,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001093,Dresses,Mango,Winter,XL,Black,144.1,0.0,144.1,2025-08-06,36,2.5,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001094,Dresses,H&M,Summer,XL,Brown,109.23,10.8,97.43,2025-08-06,38,3.3,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001095,Outerwear,Mango,Winter,XL,Pink,180.65,17.5,149.04,2025-08-06,41,1.4,False,No Return,2025,8,6,Wednesday,0,1,Low
FB001096,Outerwear,Banana Republic,Spring,M,Green,129.24,46.2,69.53,2025-03-27,28,3.2,False,No Return,2025,3,27,Thursday,0,1,Medium
FB001097,Shoes,Gap,Summer,XS,Blue,195.67,47.1,103.51,2025-08-06,36,4.0,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001098,Accessories,Banana Republic,Winter,Unknown,Navy,65.64,20.7,52.05,2025-08-06,20,2.6,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001099,Bottoms,H&M,Spring,XS,Purple,113.18,0.0,113.18,2025-04-02,3,4.9,False,No Return,2025,4,2,Wednesday,0,0,High
FB001100,Shoes,Ann Taylor,Fall,XL,Beige,173.69,0.0,173.69,2025-08-06,25,3.6,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001101,Outerwear,Zara,Fall,S,Gray,156.54,0.0,156.54,2025-08-06,23,1.8,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001102,Dresses,H&M,Spring,XL,Brown,103.78,39.0,63.31,2024-10-12,5,2.986604189636163,False,No Return,2024,10,12,Saturday,0,1,Medium
FB001103,Accessories,Gap,Fall,Unknown,Black,79.6,0.0,79.6,2025-08-06,22,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001104,Accessories,Ann Taylor,Fall,Unknown,Beige,34.18,18.9,27.72,2025-08-06,50,3.6,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001105,Bottoms,Gap,Winter,XXL,Blue,58.44,0.0,58.44,2025-08-06,3,2.6,True,Wrong Item,2025,8,6,Wednesday,0,0,Medium
FB001106,Accessories,Zara,Summer,Unknown,Navy,30.62,0.0,30.62,2025-08-06,31,3.0,True,Damaged,2025,8,6,Wednesday,0,0,Medium
FB001107,Outerwear,Uniqlo,Fall,XXL,Purple,213.94,0.0,213.94,2025-08-06,16,4.7,False,No Return,2025,8,6,Wednesday,0,0,High
FB001108,Bottoms,Forever21,Fall,XL,Pink,29.31,0.0,29.31,2025-08-06,25,4.6,True,Changed Mind,2025,8,6,Wednesday,0,0,High
FB001109,Tops,Forever21,Spring,M,Red,49.12,0.0,49.12,2025-06-28,47,2.986604189636163,False,No Return,2025,6,28,Saturday,0,0,Medium
FB001110,Bottoms,Banana Republic,Fall,Unknown,Purple,113.23,0.0,113.23,2025-08-06,13,3.7,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001111,Outerwear,Banana Republic,Spring,XXL,Brown,103.65,0.0,103.65,2024-11-16,4,1.0,False,No Return,2024,11,16,Saturday,0,0,Low
FB001112,Dresses,Ann Taylor,Fall,Unknown,Gray,71.84,49.4,36.35,2025-08-06,25,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001113,Shoes,Zara,Winter,L,Gray,128.31,0.0,128.31,2025-08-06,36,4.0,True,Changed Mind,2025,8,6,Wednesday,0,0,Medium
FB001114,Shoes,Forever21,Winter,L,Blue,118.97,0.0,118.97,2025-08-06,45,3.8,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001115,Bottoms,Zara,Winter,S,Red,31.98,16.5,26.7,2025-08-06,48,1.8,False,No Return,2025,8,6,Wednesday,0,1,Low
FB001116,Tops,Banana Republic,Winter,XXL,Purple,115.89,26.8,84.83,2025-08-06,26,4.6,False,No Return,2025,8,6,Wednesday,0,1,High
FB001117,Dresses,Ann Taylor,Fall,XL,Pink,140.06,0.0,140.06,2025-08-06,37,2.3,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001118,Shoes,Mango,Fall,XS,Pink,154.82,0.0,154.82,2025-08-06,10,4.1,False,No Return,2025,8,6,Wednesday,0,0,High
FB001119,Dresses,Uniqlo,Winter,XL,Blue,114.21,20.2,91.14,2025-08-06,5,2.0,True,Wrong Item,2025,8,6,Wednesday,0,1,Low
FB001120,Shoes,Zara,Winter,XL,Blue,114.84,0.0,114.84,2025-08-06,38,2.6,True,Color Mismatch,2025,8,6,Wednesday,0,0,Medium
FB001121,Dresses,Mango,Winter,XL,Navy,131.32,6.8,122.39,2025-08-06,18,2.0,False,No Return,2025,8,6,Wednesday,0,1,Low
FB001122,Tops,Mango,Fall,S,Pink,91.41,32.1,62.07,2025-08-06,49,2.3,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001123,Outerwear,Gap,Fall,XS,Black,202.28,0.0,202.28,2025-08-06,4,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001124,Bottoms,Forever21,Fall,M,Red,119.63,0.0,119.63,2025-08-06,14,2.1,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001125,Shoes,Banana Republic,Summer,L,Blue,167.89,0.0,167.89,2025-08-06,12,1.0,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001126,Shoes,Uniqlo,Spring,XL,Blue,100.39,0.0,100.39,2025-03-07,24,3.2,True,Quality Issue,2025,3,7,Friday,0,0,Medium
FB001127,Dresses,Gap,Summer,L,Gray,162.42,40.9,95.99,2025-08-06,32,1.0,False,No Return,2025,8,6,Wednesday,0,1,Low
FB001128,Shoes,Gap,Spring,XS,Gray,65.07,5.1,61.75,2025-01-17,16,4.3,False,No Return,2025,1,17,Friday,0,1,High
FB001129,Bottoms,Forever21,Spring,XXL,Red,78.1,48.7,40.07,2025-05-06,0,2.986604189636163,False,No Return,2025,5,6,Tuesday,1,1,Medium
FB001130,Outerwear,Zara,Spring,M,Blue,115.73,59.8,46.52,2024-09-28,10,4.2,False,No Return,2024,9,28,Saturday,0,1,High
FB001131,Accessories,Ann Taylor,Fall,Unknown,Navy,21.57,11.9,19.0,2025-08-06,37,3.0,True,Changed Mind,2025,8,6,Wednesday,0,1,Medium
FB001132,Dresses,Banana Republic,Fall,S,Brown,75.85,50.3,37.7,2025-08-06,50,4.7,True,Quality Issue,2025,8,6,Wednesday,0,1,High
FB001133,Outerwear,Uniqlo,Summer,L,Green,170.91,0.0,170.91,2025-08-06,36,1.6,True,Quality Issue,2025,8,6,Wednesday,0,0,Low
FB001134,Shoes,H&M,Fall,XL,White,94.06,22.4,72.99,2025-08-06,0,2.986604189636163,False,No Return,2025,8,6,Wednesday,1,1,Medium
FB001135,Bottoms,H&M,Summer,S,Blue,84.44,0.0,84.44,2025-08-06,2,1.1,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001136,Outerwear,Zara,Summer,XS,Pink,93.11,0.0,93.11,2025-08-06,43,2.8,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001137,Tops,Zara,Winter,S,Blue,84.85,8.8,77.38,2025-08-06,19,4.1,True,Changed Mind,2025,8,6,Wednesday,0,1,High
FB001138,Shoes,Uniqlo,Spring,M,Green,138.41,0.0,138.41,2024-11-17,40,3.1,False,No Return,2024,11,17,Sunday,0,0,Medium
FB001139,Accessories,Zara,Fall,Unknown,Pink,20.19,0.0,15.83,2025-08-06,45,4.4,True,Changed Mind,2025,8,6,Wednesday,0,0,High
FB001140,Dresses,Banana Republic,Fall,M,Gray,124.17,37.6,77.48,2025-08-06,24,2.3,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001141,Outerwear,Banana Republic,Spring,L,Red,133.92,0.0,133.92,2025-04-13,41,2.8,False,No Return,2025,4,13,Sunday,0,0,Medium
FB001142,Accessories,Banana Republic,Spring,Unknown,Gray,77.78,0.0,77.78,2025-07-07,23,2.5,True,Size Issue,2025,7,7,Monday,0,0,Medium
FB001143,Dresses,Mango,Winter,XXL,Brown,157.69,35.9,101.08,2025-08-06,6,1.0,False,No Return,2025,8,6,Wednesday,0,1,Low
FB001144,Tops,Zara,Winter,L,Black,99.57,0.0,99.57,2025-08-06,17,1.0,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001145,Accessories,Zara,Summer,Unknown,Brown,43.61,33.3,29.09,2025-08-06,47,2.5,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001146,Outerwear,Gap,Winter,M,Brown,88.87,0.0,88.87,2025-08-06,27,2.4,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001147,Bottoms,Forever21,Fall,M,White,112.6,19.8,90.31,2025-08-06,2,1.0,False,No Return,2025,8,6,Wednesday,0,1,Low
FB001148,Tops,Uniqlo,Fall,XL,Green,33.35,0.0,33.35,2025-08-06,29,1.2,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001149,Bottoms,Forever21,Fall,L,Navy,115.82,2.9,112.46,2025-08-06,46,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001150,Tops,Banana Republic,Fall,XL,White,107.79,3.1,104.45,2025-08-06,6,2.8,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001151,Tops,H&M,Summer,S,White,53.87,0.0,53.87,2025-08-06,50,4.2,True,Damaged,2025,8,6,Wednesday,0,0,High
FB001152,Tops,Gap,Spring,XS,Green,72.5,40.8,42.92,2024-12-30,23,4.4,False,No Return,2024,12,30,Monday,0,1,High
FB001153,Shoes,Gap,Spring,S,Gray,152.32,0.0,152.32,2025-06-09,15,2.986604189636163,False,No Return,2025,6,9,Monday,0,0,Medium
FB001154,Dresses,H&M,Winter,M,Red,67.63,0.0,67.63,2025-08-06,9,4.7,False,No Return,2025,8,6,Wednesday,0,0,High
FB001155,Outerwear,Uniqlo,Summer,XS,Purple,221.94,0.0,221.94,2025-08-06,35,1.5,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001156,Bottoms,Zara,Fall,XS,Pink,118.77,8.4,108.79,2025-08-06,30,4.6,True,Wrong Item,2025,8,6,Wednesday,0,1,High
FB001157,Tops,Forever21,Fall,XS,Green,100.17,0.0,100.17,2025-08-06,18,1.2,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001158,Accessories,Banana Republic,Summer,Unknown,White,18.45,0.0,18.45,2025-08-06,39,2.2,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001159,Accessories,Gap,Summer,Unknown,Purple,45.56,13.5,39.41,2025-08-06,40,3.2,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001160,Tops,Uniqlo,Spring,S,Purple,62.21,0.0,62.21,2025-07-23,38,2.6,False,No Return,2025,7,23,Wednesday,0,0,Medium
FB001161,Accessories,Forever21,Winter,Unknown,Blue,37.02,0.0,37.02,2025-08-06,12,4.3,False,No Return,2025,8,6,Wednesday,0,0,High
FB001162,Dresses,Zara,Summer,XL,Beige,51.86,39.0,31.63,2025-08-06,40,2.4,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001163,Dresses,Zara,Spring,XS,Purple,76.24,0.0,76.24,2025-01-07,14,2.8,False,No Return,2025,1,7,Tuesday,0,0,Medium
FB001164,Accessories,Zara,Fall,Unknown,Gray,74.17,0.0,74.17,2025-08-06,24,1.7000000000000002,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001165,Bottoms,Forever21,Spring,L,Beige,75.99,0.0,75.99,2025-02-18,19,1.7000000000000002,True,Size Issue,2025,2,18,Tuesday,0,0,Low
FB001166,Bottoms,H&M,Winter,XS,Navy,62.33,49.4,31.54,2025-08-06,46,3.5,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001167,Bottoms,Mango,Winter,XXL,Red,93.59,0.0,93.59,2025-08-06,38,1.9,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001168,Tops,Forever21,Fall,Unknown,Blue,72.83,35.7,46.83,2025-08-06,11,3.1,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001169,Outerwear,Uniqlo,Winter,XXL,Gray,134.59,33.6,89.37,2025-08-06,42,2.9,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001170,Bottoms,Zara,Spring,Unknown,Beige,71.6,41.9,41.6,2025-04-12,16,2.8,False,No Return,2025,4,12,Saturday,0,1,Medium
FB001171,Shoes,Ann Taylor,Summer,XL,Red,62.35,53.5,28.99,2025-08-06,1,4.1,False,No Return,2025,8,6,Wednesday,0,1,High
FB001172,Outerwear,Ann Taylor,Spring,XS,Navy,80.55,43.7,45.35,2024-10-21,41,4.8,True,Changed Mind,2024,10,21,Monday,0,1,High
FB001173,Shoes,Banana Republic,Winter,M,Beige,171.48,0.0,171.48,2025-08-06,15,2.4,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001174,Tops,Ann Taylor,Spring,XL,Navy,30.81,15.7,25.97,2024-09-19,4,2.986604189636163,False,No Return,2024,9,19,Thursday,0,1,Medium
FB001175,Dresses,H&M,Summer,L,Blue,97.14,0.0,97.14,2025-08-06,20,4.1,False,No Return,2025,8,6,Wednesday,0,0,High
FB001176,Shoes,Forever21,Fall,S,White,128.27,0.0,128.27,2025-08-06,28,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001177,Dresses,Zara,Winter,XL,Green,174.86,0.0,174.86,2025-08-06,43,4.6,False,No Return,2025,8,6,Wednesday,0,0,High
FB001178,Dresses,Banana Republic,Winter,XL,White,100.03,0.0,100.03,2025-08-06,36,1.9,True,Quality Issue,2025,8,6,Wednesday,0,0,Low
FB001179,Dresses,Zara,Winter,S,Purple,49.89,0.0,49.89,2025-08-06,0,3.5,True,Wrong Item,2025,8,6,Wednesday,1,0,Medium
FB001180,Shoes,H&M,Fall,XL,Brown,170.43,0.0,170.43,2025-08-06,22,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001181,Outerwear,Gap,Summer,XS,Navy,186.78,0.0,186.78,2025-08-06,22,2.9,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001182,Accessories,Forever21,Fall,Unknown,Navy,63.98,0.0,63.98,2025-08-06,36,1.7000000000000002,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001183,Outerwear,Forever21,Fall,XS,Navy,225.64,0.0,225.64,2025-08-06,31,1.3,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001184,Tops,Mango,Fall,XS,White,115.29,13.9,99.26,2025-08-06,37,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001185,Bottoms,Mango,Fall,XS,White,92.59,0.0,92.59,2025-08-06,39,2.3,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001186,Accessories,Uniqlo,Spring,Unknown,Beige,67.65,26.2,49.93,2025-05-28,23,1.7000000000000002,False,No Return,2025,5,28,Wednesday,0,1,Low
FB001187,Outerwear,Ann Taylor,Spring,L,White,128.92,0.0,128.92,2025-07-10,40,1.5,False,No Return,2025,7,10,Thursday,0,0,Low
FB001188,Accessories,Banana Republic,Fall,Unknown,Red,16.51,0.0,13.74,2025-08-06,47,1.2,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001189,Shoes,Banana Republic,Winter,Unknown,Gray,173.66,42.7,99.51,2025-08-06,1,3.1,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001190,Tops,H&M,Spring,S,Black,71.49,20.9,56.55,2025-01-12,33,1.3,False,No Return,2025,1,12,Sunday,0,1,Low
FB001191,Outerwear,Uniqlo,Fall,XXL,Gray,230.81,24.3,174.72,2025-08-06,26,2.986604189636163,True,Size Issue,2025,8,6,Wednesday,0,1,Medium
FB001192,Shoes,H&M,Spring,XS,Green,101.0,58.6,41.81,2025-07-04,44,1.2,False,No Return,2025,7,4,Friday,0,1,Low
FB001193,Outerwear,Mango,Winter,XXL,Brown,116.37,52.6,55.16,2025-08-06,43,2.4,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001194,Shoes,H&M,Spring,L,Beige,150.28,8.3,137.81,2025-01-22,48,2.9,False,No Return,2025,1,22,Wednesday,0,1,Medium
FB001195,Outerwear,Zara,Winter,XL,Gray,107.81,0.0,107.81,2025-08-06,15,2.7,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001196,Dresses,Zara,Spring,L,Navy,61.24,0.0,61.24,2025-04-05,3,2.986604189636163,False,No Return,2025,4,5,Saturday,0,0,Medium
FB001197,Accessories,Zara,Winter,Unknown,Green,34.04,0.0,34.04,2025-08-06,3,1.9,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001198,Dresses,Gap,Summer,S,Brown,168.16,45.9,90.97,2025-08-06,44,1.5,False,No Return,2025,8,6,Wednesday,0,1,Low
FB001199,Tops,Ann Taylor,Fall,M,Red,74.07,0.0,74.07,2025-08-06,47,1.4,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001200,Tops,Forever21,Winter,XXL,Brown,84.75,0.0,84.75,2025-08-06,7,2.5,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001201,Shoes,Mango,Summer,M,Red,187.47,9.6,169.47,2025-08-06,28,4.0,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001202,Accessories,Uniqlo,Spring,Unknown,Green,45.81,14.1,39.35,2025-04-14,29,2.986604189636163,False,No Return,2025,4,14,Monday,0,1,Medium
FB001203,Outerwear,Banana Republic,Fall,XL,Brown,87.09,0.0,87.09,2025-08-06,8,2.8,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001204,Outerwear,H&M,Summer,XS,Brown,232.5,56.8,100.44,2025-08-06,23,2.9,True,Size Issue,2025,8,6,Wednesday,0,1,Medium
FB001205,Shoes,Ann Taylor,Spring,XS,Purple,184.87,0.0,184.87,2024-09-28,32,1.8,False,No Return,2024,9,28,Saturday,0,0,Low
FB001206,Tops,Gap,Fall,XS,Gray,31.36,0.0,31.36,2025-08-06,50,3.4,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001207,Accessories,H&M,Winter,Unknown,Navy,62.26,24.6,46.94,2025-08-06,33,3.5,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001208,Accessories,Mango,Summer,Unknown,Navy,64.82,42.2,37.47,2025-08-06,26,1.3,False,No Return,2025,8,6,Wednesday,0,1,Low
FB001209,Accessories,Zara,Spring,Unknown,Blue,15.92,0.0,15.92,2024-09-06,7,4.1,False,No Return,2024,9,6,Friday,0,0,High
FB001210,Outerwear,H&M,Spring,M,Purple,180.83,0.0,180.83,2024-09-02,20,2.0,False,No Return,2024,9,2,Monday,0,0,Low
FB001211,Shoes,Forever21,Summer,L,Brown,73.81,0.0,73.81,2025-08-06,44,1.3,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001212,Shoes,Ann Taylor,Summer,XXL,Beige,127.52,0.0,127.52,2025-08-06,0,3.4,False,No Return,2025,8,6,Wednesday,1,0,Medium
FB001213,Bottoms,H&M,Fall,Unknown,Brown,52.08,0.0,52.08,2025-08-06,12,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001214,Bottoms,Forever21,Winter,XS,Red,32.83,23.0,25.28,2025-08-06,24,1.1,False,No Return,2025,8,6,Wednesday,0,1,Low
FB001215,Tops,Banana Republic,Winter,S,Purple,108.92,0.0,108.92,2025-08-06,6,1.8,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001216,Shoes,Forever21,Winter,Unknown,Navy,85.83,47.5,45.06,2025-08-06,8,1.1,False,No Return,2025,8,6,Wednesday,0,1,Low
FB001217,Accessories,Zara,Spring,Unknown,Blue,62.02,0.0,62.02,2025-04-25,3,3.7,False,No Return,2025,4,25,Friday,0,0,Medium
FB001218,Shoes,H&M,Summer,XL,Black,127.31,5.4,120.44,2025-08-06,34,2.5,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001219,Tops,Ann Taylor,Fall,Unknown,Red,35.74,0.0,35.74,2025-08-06,33,2.986604189636163,True,Color Mismatch,2025,8,6,Wednesday,0,0,Medium
FB001220,Accessories,H&M,Summer,Unknown,Gray,69.62,27.9,50.2,2025-08-06,5,1.1,False,No Return,2025,8,6,Wednesday,0,1,Low
FB001221,Tops,Zara,Winter,XXL,Black,92.01,28.8,65.51,2025-08-06,37,1.9,False,No Return,2025,8,6,Wednesday,0,1,Low
FB001222,Shoes,Mango,Fall,M,Black,110.1,0.0,110.1,2025-08-06,13,3.6,True,Changed Mind,2025,8,6,Wednesday,0,0,Medium
FB001223,Bottoms,Zara,Fall,XXL,Red,109.05,0.0,109.05,2025-08-06,13,3.7,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001224,Accessories,Forever21,Winter,Unknown,Beige,67.46,0.0,67.46,2025-08-06,28,1.4,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001225,Shoes,Ann Taylor,Winter,M,White,110.11,10.2,98.88,2025-08-06,47,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001226,Shoes,Banana Republic,Summer,XL,White,162.5,0.0,162.5,2025-08-06,45,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001227,Accessories,Uniqlo,Summer,Unknown,Black,23.8,8.3,21.82,2025-08-06,0,3.5,False,No Return,2025,8,6,Wednesday,1,1,Medium
FB001228,Bottoms,Banana Republic,Fall,XS,Brown,115.89,0.0,115.89,2025-08-06,34,2.9,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001229,Outerwear,H&M,Spring,M,Red,139.2,42.5,80.04,2024-10-02,27,2.9,False,No Return,2024,10,2,Wednesday,0,1,Medium
FB001230,Dresses,Forever21,Fall,S,Navy,120.42,36.7,76.23,2025-08-06,46,2.4,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001231,Accessories,Banana Republic,Fall,Unknown,Beige,72.81,0.0,72.81,2025-08-06,4,4.3,False,No Return,2025,8,6,Wednesday,0,0,High
FB001232,Accessories,Zara,Spring,Unknown,Brown,29.75,0.0,29.75,2025-02-07,37,3.9,False,No Return,2025,2,7,Friday,0,0,Medium
FB001233,Tops,Gap,Summer,XL,Black,33.63,0.0,33.63,2025-08-06,13,4.7,False,No Return,2025,8,6,Wednesday,0,0,High
FB001234,Outerwear,Banana Republic,Fall,S,Brown,101.93,0.0,101.93,2025-08-06,31,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001235,Accessories,Mango,Winter,Unknown,White,41.43,0.0,41.43,2025-08-06,10,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001236,Outerwear,Ann Taylor,Spring,L,Green,126.14,0.0,126.14,2025-05-18,24,3.6,False,No Return,2025,5,18,Sunday,0,0,Medium
FB001237,Bottoms,Zara,Spring,M,Purple,96.76,0.0,96.76,2025-02-26,6,2.986604189636163,False,No Return,2025,2,26,Wednesday,0,0,Medium
FB001238,Tops,Mango,Winter,XS,Navy,114.32,0.0,114.32,2025-08-06,27,5.0,False,No Return,2025,8,6,Wednesday,0,0,High
FB001239,Shoes,H&M,Spring,S,Purple,102.46,0.0,102.46,2024-12-17,20,3.7,True,Quality Issue,2024,12,17,Tuesday,0,0,Medium
FB001240,Bottoms,Uniqlo,Summer,L,Pink,95.7,15.0,81.34,2025-08-06,9,4.9,False,No Return,2025,8,6,Wednesday,0,1,High
FB001241,Bottoms,H&M,Winter,M,Blue,55.49,0.0,55.49,2025-08-06,25,4.6,False,No Return,2025,8,6,Wednesday,0,0,High
FB001242,Accessories,Ann Taylor,Winter,Unknown,White,30.58,9.8,27.58,2025-08-06,34,3.4,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001243,Bottoms,Mango,Fall,S,Red,116.58,0.0,116.58,2025-08-06,47,1.2,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001244,Dresses,Zara,Winter,XL,Navy,79.18,21.1,62.47,2025-08-06,36,1.5,True,Changed Mind,2025,8,6,Wednesday,0,1,Low
FB001245,Dresses,Forever21,Summer,Unknown,Navy,88.71,0.0,88.71,2025-08-06,3,3.5,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001246,Dresses,Banana Republic,Spring,XXL,Purple,150.58,0.0,150.58,2024-12-19,38,2.1,False,No Return,2024,12,19,Thursday,0,0,Medium
FB001247,Dresses,Uniqlo,Summer,XXL,White,179.9,9.3,163.17,2025-08-06,34,2.1,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001248,Outerwear,Forever21,Spring,XL,Red,135.3,0.0,135.3,2025-02-16,19,4.6,False,No Return,2025,2,16,Sunday,0,0,High
FB001249,Shoes,Uniqlo,Fall,XXL,Black,146.43,0.0,146.43,2025-08-06,7,2.5,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001250,Outerwear,Forever21,Winter,M,Green,160.27,0.0,160.27,2025-08-06,11,2.0,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001251,Shoes,Mango,Winter,M,Gray,169.87,8.8,154.92,2025-08-06,36,2.1,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001252,Shoes,Ann Taylor,Summer,Unknown,Gray,137.33,0.0,137.33,2025-08-06,35,4.6,False,No Return,2025,8,6,Wednesday,0,0,High
FB001253,Bottoms,Forever21,Summer,XXL,Red,38.18,0.0,38.18,2025-08-06,38,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001254,Tops,Zara,Summer,XXL,Blue,40.62,20.1,32.46,2025-08-06,7,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001255,Bottoms,H&M,Winter,XS,Black,56.4,23.3,43.26,2025-08-06,35,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB001256,Accessories,Forever21,Summer,Unknown,Green,19.56,0.0,19.56,2025-08-06,13,3.1,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001257,Shoes,H&M,Winter,L,White,155.66,0.0,155.66,2025-08-06,3,4.0,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB001258,Tops,Zara,Summer,S,Purple,106.2,0.0,106.2,2025-08-06,10,1.1,False,No Return,2025,8,6,Wednesday,0,0,Low
FB001259,Outerwear,Ann Taylor,Fall,XXL,Navy,158.31,0.0,158.31,2025-08-06,7,5.0,False,No Return,2025,8,6,Wednesday,0,0,High
FB001260,Dresses,Mango,Spring,XL,Pink,102.3,42.2,59.13,2025-05-30,43,1.3,False,No Return,2025,5,30,Friday,0,1,Low
FB001261,Accessories,Gap,Fall,Unknown,Navy,53.46,0.0,22.45,2025-08-06,6,4.2,False,No Return,2025,8,6,Wednesday,0,0,High
FB001262,Dresses,Uniqlo,Summer,XS,Blue,101.78,22.9,78.47,2025-08-06,5,1.2,True,Damaged,2025,8,6,Wednesday,0,1,Low
